Time,Date,City,Sub Location,Latitude,Longitude,Complaint Type,Complaint Description,Crime Intensity
14:06:10,14/08/24,Surat,Katargam,24.92133,75.08231,Domestic Violence,Three computer treatment sound religious blood order other away company help reduce.,High
22:32:53,21/02/25,Mumbai,Andheri,25.33182,75.45672,Burglary,Offer you fall economic worker current organization technology wrong watch community.,Low
23:07:23,08/04/23,Chennai,Anna Nagar,25.47079,86.55805,Assault,Site least happen like church over herself program plant no.,Low
05:57:13,11/05/24,Pune,Wakad,20.65656,81.77444,Burglary,Hotel media radio program draw level assume.,Low
13:04:23,06/01/24,Delhi,Connaught Place,14.02252,79.6264,Vandalism,Good should candidate oil first report age trip fund they.,High
15:46:37,08/09/23,Pune,Shivaji Nagar,27.8092,85.41634,Harassment,Go upon improve hard never everybody ok chance east us off discussion majority.,Medium
13:23:37,30/03/25,Pune,Kothrud,21.55781,87.72998,Cyber Crime,Authority management local where against and member just impact your myself.,Medium
22:28:37,05/05/24,Pune,Viman Nagar,22.6384,86.25274,Assault,Quality use skin this see worry if federal material add force leg.,Low
11:48:54,16/09/23,Hyderabad,Gachibowli,27.96734,83.9769,Theft,Sing size yeah growth sell between team give avoid.,Low
15:26:18,13/03/25,Pune,Kothrud,22.0805,80.87664,Kidnapping,Soon message air family fund education impact right behavior form day size water.,Low
21:23:49,23/05/23,Bengaluru,Whitefield,15.40393,81.55084,Theft,Success garden deep provide travel including serve film hundred.,High
21:24:40,18/06/24,Surat,Adajan,13.72281,78.86542,Burglary,Type better around wear charge popular tough.,Medium
03:32:57,07/07/24,Delhi,Connaught Place,15.65416,81.11384,Drug Possession,Strong seat best pull table should begin keep.,High
17:41:55,21/09/23,Delhi,Connaught Place,14.77653,82.50874,Kidnapping,Discussion yet store catch item ready reach.,Low
04:30:18,08/11/24,Pune,Shivaji Nagar,15.21413,80.65392,Domestic Violence,Finally two voice director develop country market table success education why produce.,Low
22:16:00,01/08/23,Delhi,Rohini,20.34532,81.6636,Harassment,Work study where go also suggest movement on development college their trouble.,Medium
06:41:46,29/03/24,Chennai,Adyar,13.65953,73.44467,Burglary,Approach product none impact music teach growth.,Medium
09:03:38,04/06/24,Chennai,Adyar,13.93746,85.75138,Kidnapping,Cover already drop citizen shake she individual.,Low
14:50:09,19/07/24,Delhi,Connaught Place,27.3132,88.17178,Cyber Crime,Color pull stuff economy realize put process industry show major toward nation.,Low
00:29:59,10/08/23,Pune,Shivaji Nagar,25.16325,85.3196,Harassment,Race four beyond born go cup candidate carry success himself cost.,Medium
18:33:37,09/08/23,Chennai,T. Nagar,22.85315,73.63765,None,No incident reported.,None
05:07:57,11/10/23,Pune,Viman Nagar,19.1301,77.98441,Drug Possession,Church miss carry surface health notice day early.,Medium
12:34:38,31/01/24,Bengaluru,Indiranagar,26.48026,74.92142,Assault,Right side fall do cold anything.,Low
00:29:33,03/12/24,Surat,Katargam,20.42679,77.59233,Traffic Violation,Color which magazine nice left early capital decide young understand grow.,Medium
00:51:16,08/07/23,Surat,Varachha,22.39265,87.75503,Burglary,Very final your I official rather would need wait shoulder beautiful baby claim.,Low
11:53:47,25/01/25,Delhi,Rohini,26.69753,73.96683,Assault,Case imagine throughout week even physical other behavior subject stock under career.,Medium
23:53:52,15/11/23,Chennai,Velachery,16.69206,80.64602,Domestic Violence,Support per determine Republican against suffer nothing toward system.,Low
00:54:06,04/10/24,Pune,Shivaji Nagar,21.64169,78.94133,Vandalism,Glass work either cost matter and central who bad other through yet deal.,Medium
20:21:02,29/02/24,Mumbai,Bandra,19.25551,84.35625,None,No incident reported.,None
07:10:04,06/11/24,Bengaluru,Koramangala,19.31011,79.65849,Assault,Produce Mr tonight perhaps up successful try sense.,High
18:28:00,03/08/23,Pune,Viman Nagar,24.98851,73.78172,Kidnapping,Exactly surface serve medical suggest success oil leader with young design.,Low
02:59:05,22/10/24,Kolkata,Dumdum,18.32039,80.62421,Cyber Crime,Role word where environmental itself board.,Low
16:50:00,14/07/24,Chennai,Tambaram,16.29131,75.35581,Cyber Crime,Central place matter life because officer west build paper marriage.,Medium
22:29:34,17/11/24,Surat,Piplod,16.63045,81.88304,Vandalism,Person offer discussion little right either national ready.,High
16:03:47,14/01/25,Bengaluru,Koramangala,17.85968,74.62502,None,No incident reported.,None
05:21:55,29/05/23,Chennai,Anna Nagar,15.5345,85.69702,None,No incident reported.,None
10:53:54,14/03/25,Bengaluru,Indiranagar,26.04536,87.05845,Drug Possession,Listen sister fine behavior need education south student computer.,Low
19:10:30,08/08/24,Surat,Katargam,17.90977,85.21016,Harassment,Beyond contain visit sense mouth image institution employee response ago perhaps they difficult.,Low
14:32:18,27/03/25,Chennai,T. Nagar,12.94008,78.76186,Traffic Violation,Manage trouble method can second use not religious health.,Low
01:31:25,18/08/24,Hyderabad,Banjara Hills,27.29081,81.59388,Kidnapping,Follow change own I probably herself reason respond city care entire during.,Low
11:05:18,08/07/24,Bengaluru,Koramangala,16.40227,73.25865,Vandalism,Various pick quickly study push foot compare force prevent build we inside.,Low
23:38:11,18/02/25,Hyderabad,Secunderabad,19.03023,78.94733,Drug Possession,Rich structure somebody four stop yard challenge free result meeting order think.,Medium
23:36:49,14/09/24,Delhi,Dwarka,28.36101,79.98918,Burglary,Natural serious main find most agent window interview Mrs anyone firm image building part.,Low
11:21:29,04/12/23,Kolkata,Howrah,19.56977,88.14474,None,No incident reported.,None
11:19:35,07/04/24,Surat,Varachha,22.75984,73.67532,Vandalism,Still study leader president drop teach rest response out street.,Low
10:27:04,01/08/23,Mumbai,Andheri,19.88156,81.95486,Cyber Crime,Fear set recently one office budget appear agree herself explain around occur.,Medium
23:46:34,19/06/23,Delhi,Dwarka,26.64835,75.76539,Traffic Violation,Place gas else stage view give oil wife rise dark.,High
21:02:37,04/11/23,Kolkata,Salt Lake,23.6358,79.89629,Theft,Open so stuff seem at its gun.,High
14:50:44,30/11/24,Hyderabad,Banjara Hills,13.76456,87.60674,Harassment,Reality interview American buy player amount ago book either four who.,High
01:00:45,29/05/23,Surat,Varachha,16.43042,86.14558,None,No incident reported.,None
16:24:04,05/03/24,Bengaluru,MG Road,25.77671,88.30536,Burglary,Indicate fill day subject mention north answer animal drive wall to bring notice.,High
06:16:56,24/04/24,Hyderabad,Miyapur,13.83606,77.35486,Harassment,Evening wrong again sea step example woman inside radio my reduce end.,Medium
19:58:05,06/12/24,Mumbai,Colaba,24.83091,83.9881,Cyber Crime,Apply know practice interest dog cultural push high.,Medium
02:31:22,24/12/23,Mumbai,Colaba,15.56377,73.86617,Drug Possession,Money want represent fight alone win.,Low
20:29:28,07/12/23,Delhi,Saket,16.5642,79.66642,Theft,Require seem relate your bag difficult.,Medium
01:49:12,01/04/25,Pune,Hinjewadi,20.30528,83.52252,Cyber Crime,North art pressure while hard base theory cause federal staff.,Low
05:45:37,18/09/23,Chennai,T. Nagar,13.73319,78.47627,Harassment,Ground contain could charge throw billion technology table make.,High
01:56:22,27/05/24,Hyderabad,Banjara Hills,17.32166,83.21294,None,No incident reported.,None
04:29:10,25/03/24,Delhi,Karol Bagh,27.02253,87.97447,Domestic Violence,Recently you discover if institution development forget.,Medium
12:47:11,03/10/23,Mumbai,Andheri,13.75474,84.09746,Drug Possession,Provide yes information however behind phone nearly interesting them.,Low
05:53:52,27/05/23,Hyderabad,Gachibowli,13.93856,87.54244,Kidnapping,Religious thus politics lead difficult tell back then discussion red night take yet.,Low
10:02:19,06/11/23,Chennai,Adyar,25.97687,74.85002,Traffic Violation,Machine name maybe idea today least eight size sometimes with both traditional shake.,Low
23:54:07,26/08/24,Pune,Hinjewadi,20.76754,78.95103,Cyber Crime,Strategy southern along series employee next at field instead.,Low
19:46:24,21/12/23,Delhi,Saket,18.44445,86.01425,Harassment,Field couple choice world sport act position believe success upon building.,Medium
14:52:29,27/01/24,Hyderabad,Hitech City,25.71141,73.74225,Burglary,Sell grow outside back popular man again last officer campaign owner southern over.,Low
08:41:34,18/09/24,Pune,Viman Nagar,22.0833,88.06878,None,No incident reported.,None
15:02:05,28/08/23,Bengaluru,Whitefield,13.68644,77.45684,Harassment,Site away herself success ground information land.,Medium
14:29:59,19/03/24,Surat,Katargam,27.61307,78.13223,Vandalism,Region respond force establish message he family everybody.,Medium
11:01:54,10/12/23,Surat,Vesu,27.17357,78.46219,Kidnapping,Without north sure nature game information study new nothing could above.,High
06:35:21,02/07/23,Hyderabad,Gachibowli,20.68806,79.15573,None,No incident reported.,None
23:41:21,16/09/23,Surat,Varachha,27.16371,74.23907,Traffic Violation,Economic yes student assume take three give rich system kind director.,High
22:16:00,30/08/23,Surat,Piplod,28.21144,76.22781,Kidnapping,Listen wall study seek detail job ahead notice.,Medium
11:19:08,25/12/23,Mumbai,Bandra,20.13463,78.12752,None,No incident reported.,None
23:26:02,27/10/24,Hyderabad,Gachibowli,25.66861,73.96758,None,No incident reported.,None
05:18:19,27/07/23,Hyderabad,Gachibowli,23.1122,85.08606,Assault,Product everybody push situation when interest pretty tell technology.,High
01:25:48,20/06/23,Delhi,Rohini,28.54181,78.18549,Burglary,Deep develop later sit information against art general place themselves budget.,Low
13:47:33,13/03/24,Hyderabad,Banjara Hills,24.65214,79.00275,Assault,Increase result small eye feeling pull.,Low
22:01:29,15/11/23,Hyderabad,Miyapur,16.25476,81.20362,Assault,Cultural chance great party sound effect blue town brother.,High
16:48:18,11/03/24,Surat,Vesu,16.91232,86.1842,Traffic Violation,Travel because travel save society second single assume commercial peace old down.,Medium
06:26:48,17/09/24,Delhi,Rohini,19.70986,76.53341,Kidnapping,Movie theory something challenge dinner light newspaper society chance foot.,High
20:48:22,17/03/25,Hyderabad,Secunderabad,16.14269,72.85807,Theft,Former sort time within tend series field sign trouble so let military administration.,Low
09:51:59,02/08/24,Hyderabad,Miyapur,15.32373,76.93945,None,No incident reported.,None
09:52:42,10/09/23,Hyderabad,Gachibowli,25.40481,75.06119,Drug Possession,Head whom nearly result store production fish hit dream near.,High
04:24:00,31/03/24,Mumbai,Bandra,22.22205,81.84158,Domestic Violence,Care against hundred civil change window.,Low
06:34:05,15/03/25,Kolkata,Behala,26.45906,86.62089,Domestic Violence,Bed cut everyone early book unit large beautiful paper country you base.,Medium
10:06:18,07/01/25,Delhi,Connaught Place,26.26658,78.12369,None,No incident reported.,None
07:49:54,17/04/24,Kolkata,Salt Lake,19.84188,84.89126,Drug Possession,Citizen again husband lead animal want other thus there current she reduce.,High
22:02:50,31/07/23,Kolkata,Dumdum,14.28984,83.1902,Theft,Field both treatment family tend opportunity.,High
03:58:31,15/01/24,Kolkata,Behala,27.2216,86.98596,Kidnapping,Television experience court then result be foreign maybe wear partner bag allow.,Medium
23:02:10,18/08/24,Kolkata,Howrah,14.18824,73.72047,Drug Possession,Over benefit fund article agreement throughout most free hospital center.,Medium
20:21:45,24/10/24,Chennai,Anna Nagar,18.46923,75.29856,Harassment,Over best society week hold night piece brother what he less force.,Low
02:22:41,18/10/24,Surat,Piplod,23.74699,80.48778,Drug Possession,Risk produce wait on change key consumer certain heavy sense.,Low
21:53:31,15/04/24,Chennai,Tambaram,14.4847,83.78231,Traffic Violation,Him garden what rule significant stage shake.,Low
16:38:00,30/10/23,Delhi,Connaught Place,14.71992,77.02737,Burglary,Commercial activity who address guy price church agency exist direction international.,Low
01:29:19,10/06/23,Hyderabad,Miyapur,18.96408,79.71922,Cyber Crime,Black animal leader run once room actually idea turn least car half size.,Medium
13:58:08,08/03/24,Hyderabad,Hitech City,28.67295,82.54851,Cyber Crime,Water yourself someone move keep cup south work blue support keep set pressure.,High
16:01:56,09/10/23,Surat,Vesu,22.08194,83.97102,Domestic Violence,Difficult central however deep process live change.,High
06:39:20,06/12/23,Pune,Viman Nagar,21.23059,78.86925,Harassment,Direction mean participant parent choice discover himself structure economy least worry population with population.,Low
02:09:26,22/01/25,Delhi,Karol Bagh,24.17094,78.71157,Harassment,Hour along somebody five store many mention tend concern language.,Medium
05:06:48,16/12/23,Kolkata,Howrah,28.46041,86.2051,Theft,Receive question remain sure scientist reflect item expert store dark person section.,High
00:55:13,15/07/23,Bengaluru,Indiranagar,25.73277,79.49076,Theft,Begin follow sure sea instead tree.,Low
02:15:36,26/01/24,Mumbai,Borivali,27.50153,73.07337,None,No incident reported.,None
08:14:51,26/04/23,Hyderabad,Secunderabad,20.5036,73.03643,Burglary,Catch girl focus what woman stage cultural head explain develop understand leg.,Low
14:11:28,26/12/23,Surat,Piplod,20.23282,75.06308,None,No incident reported.,None
10:01:34,21/10/23,Kolkata,Behala,20.91231,77.37713,Traffic Violation,Outside worker join language southern glass pretty available return.,High
07:44:09,25/11/23,Hyderabad,Banjara Hills,21.90561,83.73498,None,No incident reported.,None
21:04:17,06/07/24,Chennai,T. Nagar,13.91005,80.12512,Theft,Simply third foreign support too move figure just coach race.,Low
12:55:59,23/09/24,Pune,Kothrud,21.27341,85.69799,Burglary,Support enter there job without member region should government service daughter increase.,High
06:13:26,08/03/24,Bengaluru,MG Road,16.2134,74.136,Drug Possession,Amount still indicate feel with property month each unit also.,Low
01:44:42,15/09/24,Surat,Varachha,27.5912,83.1685,Theft,Rich hot money total company can.,Low
05:28:57,17/04/24,Chennai,Anna Nagar,22.34504,78.77475,Assault,Employee with instead heavy lawyer decade your they soon record skill.,Low
17:29:31,08/08/23,Kolkata,Salt Lake,14.09469,82.07904,Burglary,Not probably although fall local successful enough population.,Medium
03:09:24,06/12/24,Kolkata,Howrah,23.50351,79.64842,None,No incident reported.,None
17:39:56,16/03/25,Hyderabad,Secunderabad,20.10337,87.43702,Drug Possession,Director successful himself face into series continue.,High
04:02:36,28/09/24,Delhi,Karol Bagh,21.46632,79.3856,None,No incident reported.,None
04:53:09,28/01/25,Hyderabad,Banjara Hills,17.05801,77.82671,Harassment,Cause from rest attack any audience house travel offer baby.,Medium
05:50:54,20/07/23,Pune,Shivaji Nagar,18.5577,86.63025,Vandalism,Production responsibility firm east over at member eat space meet respond smile.,Low
15:37:16,08/03/25,Hyderabad,Miyapur,25.02663,73.38576,Assault,Reason writer ready difference see century score charge him kind important design claim.,Medium
08:16:16,29/04/23,Hyderabad,Gachibowli,18.04677,79.13661,Vandalism,Audience understand public deal himself best matter company choose.,Medium
03:09:24,26/12/23,Mumbai,Bandra,14.84453,75.37874,None,No incident reported.,None
22:12:04,26/02/25,Mumbai,Dadar,14.23744,82.70146,Traffic Violation,Strong near begin arm woman old black foot source arrive.,Low
14:16:12,06/06/24,Surat,Adajan,22.05005,73.44507,Vandalism,Machine just who military across adult start when catch so goal stay.,Low
01:21:42,29/11/24,Kolkata,Dumdum,21.21502,77.97575,None,No incident reported.,None
18:22:03,06/09/24,Pune,Kothrud,20.75195,81.89346,Domestic Violence,Clearly church door sort say upon east technology similar out instead concern.,Low
22:29:52,01/03/25,Bengaluru,Koramangala,25.89165,81.27217,Harassment,Agree meeting air population answer real like defense at set send become.,Low
13:46:45,10/08/23,Mumbai,Bandra,26.9072,86.08131,Assault,Hair between wish traditional individual risk.,Low
05:46:36,23/07/23,Hyderabad,Gachibowli,17.35374,79.46053,Theft,Medical guy fund page main black.,Low
17:53:43,04/03/24,Surat,Katargam,28.21031,85.47517,Burglary,Sound spring media pick style although surface few.,Medium
18:15:46,13/06/23,Kolkata,Howrah,16.20134,87.44491,Domestic Violence,Hand general piece few him poor drive.,Medium
07:50:35,26/10/23,Chennai,Velachery,18.22694,83.98922,Vandalism,Trip that white class strong four.,Low
03:42:07,03/04/25,Kolkata,Salt Lake,23.72495,77.5831,None,No incident reported.,None
06:37:18,08/11/23,Kolkata,Salt Lake,14.15317,80.51441,Traffic Violation,Consider at gas hear shoulder price man win change this ask blue.,Low
10:39:41,15/10/23,Surat,Varachha,25.47205,84.74769,Burglary,Wide whole bad example official seem million attack seek really letter study step.,Low
17:05:02,06/04/24,Pune,Kothrud,16.39917,76.75502,Domestic Violence,Kitchen participant minute town color clearly woman enter behind page show.,High
03:35:07,24/11/24,Surat,Varachha,15.81117,82.31349,Domestic Violence,Use sea vote hit poor modern live trip interview note institution writer.,High
04:30:32,25/12/23,Mumbai,Borivali,13.59158,73.81998,Harassment,Will ahead manager with character leader go best believe store.,Medium
01:44:11,23/05/23,Mumbai,Colaba,23.1878,82.47271,Theft,Dream wait affect manage bad culture.,Medium
02:11:44,30/11/23,Mumbai,Colaba,16.16558,86.37748,Cyber Crime,Magazine green state field reach always out upon money soon yard.,Low
03:40:33,22/04/24,Bengaluru,Indiranagar,21.69205,75.81469,Domestic Violence,Blue song former marriage identify son pull.,Low
19:22:43,02/10/24,Surat,Piplod,17.0324,79.155,Theft,Risk think hand his identify major side want foot girl right become cultural.,Medium
10:30:00,14/11/24,Mumbai,Borivali,26.8321,75.71908,Drug Possession,Station into exist act seek specific decade business full bed reveal.,High
10:18:24,31/01/25,Mumbai,Borivali,22.25635,88.1757,None,No incident reported.,None
16:08:20,19/07/24,Bengaluru,Koramangala,17.04289,82.89931,Domestic Violence,Direction moment black final five media note season once explain now page.,Medium
07:32:33,01/10/24,Mumbai,Colaba,19.91913,77.30453,Traffic Violation,President field explain set number reveal season song worry top trade lay simple.,High
11:11:38,12/07/23,Hyderabad,Gachibowli,13.91194,78.90781,Vandalism,Effort bit listen there light lay.,Low
13:11:49,22/01/24,Kolkata,Salt Lake,23.22224,78.8215,Kidnapping,Resource spend describe fill financial institution democratic PM describe of market.,Low
08:16:55,02/02/24,Pune,Shivaji Nagar,21.08524,81.46832,Kidnapping,Early only poor system determine beat five score debate.,Medium
08:56:29,09/03/25,Bengaluru,MG Road,19.45473,73.20178,Vandalism,While final paper itself performance necessary.,Medium
06:17:26,19/03/25,Delhi,Rohini,16.76932,83.17903,Domestic Violence,Suffer hit positive trip officer seek card.,Low
18:11:51,04/09/23,Hyderabad,Miyapur,22.44493,73.61397,Domestic Violence,Appear mouth itself huge know interest degree.,High
19:38:42,23/12/24,Delhi,Dwarka,20.01362,80.6794,Kidnapping,Particular investment herself night eight decade dark speech.,Low
12:43:12,28/05/23,Hyderabad,Secunderabad,17.22504,84.22217,Theft,Record international value huge success our career different easy save above.,Medium
00:10:51,14/04/24,Mumbai,Colaba,18.1448,81.32162,Harassment,Third I citizen indicate news just teach light off real.,Low
13:14:45,09/04/24,Pune,Viman Nagar,21.76666,84.91297,Drug Possession,Data face financial understand kitchen expect friend anything human.,Low
07:59:13,10/10/24,Pune,Viman Nagar,26.85464,81.32017,Traffic Violation,Perform really affect one arm defense way instead article class five.,High
09:51:46,07/01/24,Surat,Adajan,14.43796,81.0242,Harassment,Leg money piece other media western fine thus.,Low
22:36:15,23/02/25,Pune,Hinjewadi,24.65601,74.3455,Vandalism,Before instead newspaper hundred particular off president again.,Low
22:26:01,27/10/23,Mumbai,Borivali,19.63383,82.29935,Domestic Violence,Yet guess it old soldier paper or hand.,Low
08:58:27,25/09/23,Surat,Katargam,24.66573,86.5038,Assault,Get inside actually agent that reduce put be detail.,Low
16:41:07,24/02/24,Surat,Vesu,23.47351,83.21856,Assault,Heart company long star your sing bad throw.,Low
05:09:38,11/02/25,Kolkata,Behala,26.94662,73.16755,Drug Possession,Customer down set consumer property term measure both save wife.,Low
14:10:14,25/04/23,Delhi,Connaught Place,16.24882,76.52566,None,No incident reported.,None
17:15:06,04/07/23,Chennai,Anna Nagar,15.53946,80.41382,Domestic Violence,Figure true suddenly follow artist this gun enough control.,Low
05:27:34,16/09/23,Hyderabad,Banjara Hills,17.19458,73.81547,Vandalism,Only arm short crime section business of.,Medium
00:06:38,02/11/23,Surat,Adajan,15.1374,85.42323,Drug Possession,Low season mention citizen include policy political note there person.,Low
21:19:06,19/08/23,Hyderabad,Gachibowli,19.82497,85.56196,Kidnapping,Indeed interesting minute administration dream response day pass again very tough.,Low
21:13:26,14/09/23,Chennai,Adyar,15.91183,79.54865,Kidnapping,Majority still small suggest soon executive leave throw face there.,Low
21:55:51,20/04/23,Bengaluru,Whitefield,13.53736,85.18079,Burglary,Air water go determine standard chance someone.,Medium
20:24:39,21/04/23,Mumbai,Borivali,14.62993,87.19419,Domestic Violence,Political call across sister debate early none when art direction future.,Low
15:04:16,03/01/24,Chennai,Tambaram,27.59615,81.98217,Kidnapping,Strong people scientist future today exist during between offer table half.,Medium
22:00:54,31/03/24,Delhi,Dwarka,16.28022,78.5281,Assault,Government us federal plan product director nation kid dream ball behind sport.,Medium
14:09:19,24/01/24,Chennai,Tambaram,26.27674,82.20093,Vandalism,You glass sure should whether election another majority suggest sound new child fly.,Medium
11:53:48,02/08/24,Surat,Katargam,26.34991,74.77398,Assault,Film ever feel color year already account newspaper out ahead accept voice environment.,Low
20:16:30,01/05/24,Bengaluru,Electronic City,14.60205,74.87054,Harassment,Outside part politics standard thank customer.,Medium
17:14:43,13/10/24,Pune,Wakad,22.35321,81.13962,Harassment,Offer off tough out whom quickly certainly happen former team share.,Low
04:56:14,23/02/25,Pune,Kothrud,28.49022,86.58073,Kidnapping,Determine country tough hot detail can use laugh share.,Low
14:25:42,08/05/24,Bengaluru,Electronic City,20.99876,87.89275,Theft,Product next room economic yes employee majority voice activity democratic.,High
15:01:37,17/01/24,Hyderabad,Miyapur,14.94979,76.53614,Vandalism,Activity tend ok third cover great choice history truth table sense try.,Medium
20:38:36,15/03/25,Mumbai,Dadar,25.24604,80.43011,None,No incident reported.,None
09:18:10,23/08/24,Pune,Shivaji Nagar,25.05715,79.47773,Assault,Age culture close woman trial draw executive watch officer condition.,Medium
14:45:51,12/11/24,Pune,Viman Nagar,13.54717,84.52925,Assault,Talk responsibility rest less soon cost.,Medium
08:10:12,16/01/24,Pune,Hinjewadi,16.33806,87.28592,Assault,Bar eye key baby wish than organization cell.,Low
07:36:37,17/10/24,Mumbai,Dadar,13.68615,75.23219,None,No incident reported.,None
04:59:56,09/11/23,Hyderabad,Hitech City,21.35566,83.2294,Harassment,Memory practice food argue radio risk main represent.,Low
07:11:20,16/03/24,Bengaluru,Whitefield,28.21603,80.07846,None,No incident reported.,None
17:43:05,17/09/24,Pune,Viman Nagar,13.60632,80.61737,Domestic Violence,Oil into church local report though through rise rule speech or.,High
09:17:33,16/11/23,Bengaluru,Koramangala,16.36463,79.69654,Domestic Violence,Sea they fall face improve paper actually tend cold exactly marriage magazine including.,High
08:24:00,13/07/24,Delhi,Connaught Place,23.30167,86.78362,Traffic Violation,Part either help under could future travel while.,High
10:09:07,13/01/24,Hyderabad,Miyapur,13.21965,73.24478,Harassment,Cultural job realize hope building form.,High
02:46:59,04/06/24,Surat,Adajan,15.91881,78.9448,Traffic Violation,Through station probably happen might better wrong.,Medium
22:05:24,23/06/23,Delhi,Karol Bagh,20.4181,82.80487,Theft,Season enough after test feel some guy authority candidate much assume pattern.,Medium
23:09:16,15/12/23,Chennai,T. Nagar,27.30535,78.88508,Traffic Violation,Wear care each win news chance.,Low
14:19:21,22/04/24,Hyderabad,Secunderabad,21.04183,75.99967,Theft,Worker pass big thousand employee provide focus whole language person rich.,Medium
08:49:01,26/11/23,Hyderabad,Miyapur,28.48993,88.20239,Drug Possession,Site general show hand with I trip media relate information half.,Low
18:50:40,29/11/23,Delhi,Rohini,25.59476,81.31321,None,No incident reported.,None
21:01:13,20/03/25,Bengaluru,Koramangala,19.78546,85.89424,Kidnapping,Test window owner significant itself rise painting.,High
15:50:47,22/01/25,Hyderabad,Miyapur,25.729,84.51343,None,No incident reported.,None
23:38:58,12/08/23,Delhi,Dwarka,18.68296,76.39178,Domestic Violence,Might smile network reveal thousand view watch sign.,Low
14:27:07,14/07/23,Pune,Shivaji Nagar,28.16734,75.90198,Cyber Crime,Away run cell nation car debate ago work mention future sea.,High
10:25:52,24/12/23,Bengaluru,Whitefield,22.59687,82.90197,Harassment,Training foreign occur wide major candidate.,High
20:11:21,31/07/24,Mumbai,Borivali,15.70216,83.25186,Theft,Military many color note idea picture leave only true class whether fight.,Low
04:21:25,10/09/23,Chennai,Anna Nagar,16.60481,88.07211,Assault,Chair weight soon key practice answer down walk someone attention travel.,Low
07:03:03,01/04/25,Pune,Kothrud,16.09232,88.39803,Domestic Violence,Have heavy it front follow fall capital college news want store recent quite.,Medium
03:11:29,10/12/23,Bengaluru,Whitefield,17.64318,86.19641,Kidnapping,About over admit serious well Congress.,High
08:45:14,10/01/25,Kolkata,Salt Lake,24.04894,79.28354,None,No incident reported.,None
20:23:38,27/10/24,Surat,Varachha,27.41546,85.68099,Vandalism,Cultural political painting simple represent prevent friend also light great.,Low
01:27:23,31/08/24,Kolkata,Salt Lake,21.57365,83.93282,None,No incident reported.,None
09:49:56,23/03/25,Pune,Wakad,13.71237,73.14596,Drug Possession,Candidate try kitchen those air growth.,Low
05:05:31,23/12/24,Delhi,Dwarka,28.62677,74.61531,Traffic Violation,Care education drive response plan character story skill admit.,Low
09:37:37,01/03/25,Hyderabad,Secunderabad,23.1087,75.7327,Theft,Everything positive look party just really business.,High
11:19:55,22/11/23,Delhi,Karol Bagh,25.4973,75.91219,Burglary,Her it when include difference scene information both player.,Low
15:23:23,10/01/25,Chennai,Tambaram,16.8282,86.86146,Burglary,Attorney turn third since its kid production tonight.,Low
17:04:31,03/12/24,Pune,Kothrud,26.69988,72.94109,None,No incident reported.,None
21:10:11,04/06/23,Chennai,Tambaram,26.249,83.81659,Cyber Crime,Continue scientist culture degree Republican fear choose lay fill measure good PM citizen.,Medium
03:52:17,14/10/23,Mumbai,Andheri,22.0644,81.4811,Vandalism,Final real tell base stuff should move offer.,Medium
05:08:26,06/06/24,Mumbai,Andheri,18.15791,82.34851,Theft,Reason suffer color technology seem help turn economic seven area field available home economy.,High
09:37:24,18/04/24,Delhi,Karol Bagh,19.18857,81.303,Cyber Crime,Probably story federal within attorney southern national prepare east participant seat those.,Low
17:12:42,11/11/23,Kolkata,Salt Lake,17.9345,82.06752,Drug Possession,Old culture not enjoy color quality decade but someone voice side special.,Low
04:39:51,27/02/25,Chennai,Velachery,13.29265,74.36733,Vandalism,Behind sell fund government than official adult side hold personal instead.,Low
08:25:42,29/09/24,Hyderabad,Gachibowli,27.1893,79.11435,Domestic Violence,Management reality very mouth leave performance beyond former simply fine effect treat.,Low
02:14:56,24/02/24,Kolkata,Dumdum,20.25243,86.21096,Cyber Crime,Under while almost interesting condition class.,Medium
11:32:50,10/04/24,Chennai,T. Nagar,15.04253,86.17504,Burglary,Always city interest fish Mrs as.,Low
16:55:50,02/12/23,Surat,Piplod,25.69605,73.25311,None,No incident reported.,None
22:30:20,19/05/23,Pune,Wakad,20.94222,85.20388,Drug Possession,Stand better key cell month score on respond.,Low
11:26:54,04/09/23,Hyderabad,Gachibowli,14.70276,87.96601,Theft,Policy however ability among city recent run ok site significant her go show.,Medium
18:08:19,11/09/23,Bengaluru,Koramangala,21.54558,78.09153,Harassment,Western mission you and writer character professor.,Low
22:20:51,27/04/23,Delhi,Saket,17.08108,74.5787,Theft,Clear rich pick PM executive attention picture value market course white plan laugh.,Medium
18:38:04,27/12/23,Mumbai,Borivali,17.14957,74.9745,Domestic Violence,Politics talk charge suddenly reduce democratic tonight expect practice like treat its rather.,Low
11:13:33,01/05/23,Mumbai,Andheri,27.22367,88.31338,None,No incident reported.,None
05:55:11,19/05/23,Hyderabad,Secunderabad,21.46197,87.84379,Traffic Violation,Painting perform responsibility consider against later dinner new their language customer at.,Low
04:27:30,19/07/23,Delhi,Karol Bagh,20.87359,80.86105,Burglary,Senior especially process information live plan example answer over.,Low
22:37:23,13/07/24,Surat,Adajan,15.61726,81.26181,Cyber Crime,Instead arrive phone he account loss family land enjoy night understand.,Low
16:02:56,10/06/24,Delhi,Karol Bagh,18.51565,80.46536,Harassment,Receive debate address point affect option risk ok power center.,High
11:50:22,04/11/24,Mumbai,Colaba,23.45445,86.90691,Harassment,Wind gun leg cover every magazine within music court today.,Low
